"股票代码","信号日期","市场","买点类型","信号总分","买入价","观察期内最高价","观察期内最大涨幅","是否命中目标"
"	002394","2025-07-02","CN","右侧","90.0","8.37","12.5","0.4934","是"
"	002394","2025-08-18","CN","左侧","70.0","10.15","11.76","0.1586","是"
"	002394","2025-10-24","CN","左侧","75.0","11.24","14.18","0.2616","是"
"	002394","2026-02-27","CN","右侧","85.0","15.39","17.34","0.1267","是"
"","","","","","","","",""
"	002413","2025-06-13","CN","右侧","75.0","5.08","6.39","0.2579","是"
"	002413","2025-11-11","CN","右侧","90.0","5.67","9.85","0.7372","是"
"	002413","2026-02-13","CN","左侧","70.0","13.99","17.5","0.2509","是"
"","","","","","","","",""
"	002414","2025-04-30","CN","右侧","75.0","8.29","8.94","0.0784","否"
"	002414","2025-06-06","CN","左侧","70.0","8.54","10.38","0.2155","是"
"	002414","2025-11-20","CN","左侧","70.0","12.32","15.78","0.2808","是"
"	002414","2026-02-02","CN","左侧","70.0","16.42","17.55","0.0688","否"
"","","","","","","","",""
"	002418","2025-04-29","CN","右侧","100.0","3.2","3.64","0.1375","是"
"	002418","2025-06-17","CN","左侧","70.0","3.49","3.74","0.0716","否"
"	002418","2025-07-25","CN","右侧","85.0","3.64","5.37","0.4753","是"
"	002418","2025-12-23","CN","右侧","85.0","4.83","5.36","0.1097","是"
"	002418","2026-01-23","CN","左侧","70.0","5.01","5.08","0.014","否"
"","","","","","","","",""
"	002426","2025-06-11","CN","右侧","85.0","3.0","3.5","0.1667","是"
"	002426","2025-07-15","CN","左侧","70.0","3.03","3.24","0.0693","否"
"	002426","2025-08-15","CN","右侧","75.0","3.19","3.97","0.2445","是"
"	002426","2025-12-24","CN","右侧","85.0","3.47","4.68","0.3487","是"
"	002426","2026-02-10","CN","左侧","70.0","4.05","4.69","0.158","是"
"","","","","","","","",""
"	002428","2025-05-12","CN","右侧","90.0","19.94","19.94","0.0","否"
"	002428","2025-06-11","CN","右侧","100.0","19.6","20.49","0.0454","否"
"	002428","2025-09-29","CN","左侧","70.0","28.25","30.7","0.0867","否"
"	002428","2025-11-06","CN","右侧","75.0","28.69","28.69","0.0","否"
"	002428","2026-02-04","CN","左侧","70.0","34.8","49.0","0.408","是"
"","","","","","","","",""
"	002429","2025-05-26","CN","左侧","70.0","4.38","4.5","0.0274","否"
"	002429","2025-06-27","CN","右侧","75.0","4.39","4.72","0.0752","否"
"	002429","2025-08-04","CN","左侧","75.0","4.51","6.02","0.3348","是"
"	002429","2025-11-18","CN","左侧","70.0","6.19","7.42","0.1987","是"
"","","","","","","","",""
"	002430","2025-05-26","CN","左侧","70.0","19.59","19.71","0.0061","否"
"	002430","2025-07-02","CN","右侧","90.0","19.39","23.18","0.1955","是"
"	002430","2025-10-22","CN","左侧","70.0","24.58","30.48","0.24","是"
"	002430","2025-11-24","CN","左侧","70.0","26.38","31.49","0.1937","是"
"	002430","2026-03-04","CN","右侧","90.0","32.81","32.9","0.0027","否"
"","","","","","","","",""
"	002432","2025-04-01","CN","右侧","85.0","42.33","42.57","0.0057","否"
"	002432","2025-05-23","CN","左侧","75.0","38.41","38.55","0.0036","否"
"	002432","2025-07-11","CN","右侧","90.0","36.85","40.52","0.0996","否"
"	002432","2025-09-10","CN","左侧","70.0","39.19","41.25","0.0526","否"
"	002432","2025-12-09","CN","左侧","70.0","40.04","42.55","0.0627","否"
"	002432","2026-01-13","CN","右侧","100.0","42.85","44.78","0.045","否"
"	002432","2026-02-11","CN","左侧","70.0","41.83","65.95","0.5766","是"
"","","","","","","","",""
"	002436","2025-04-30","CN","右侧","100.0","12.78","13.17","0.0305","否"
"	002436","2025-06-20","CN","右侧","90.0","11.78","14.9","0.2649","是"
"	002436","2025-11-12","CN","右侧","90.0","21.05","22.24","0.0565","否"
"	002436","2026-02-10","CN","左侧","70.0","22.16","27.34","0.2338","是"
"","","","","","","","",""
"	002440","2025-05-29","CN","左侧","70.0","7.28","8.5","0.1676","是"
"	002440","2025-07-08","CN","左侧","75.0","7.82","8.22","0.0512","否"
"	002440","2025-08-26","CN","右侧","85.0","7.73","7.74","0.0013","否"
"	002440","2025-11-20","CN","左侧","70.0","7.3","7.82","0.0712","否"
"	002440","2026-01-12","CN","右侧","90.0","7.86","14.53","0.8486","是"
"","","","","","","","",""
"	002443","2025-04-02","CN","左侧","70.0","6.04","6.09","0.0083","否"
"	002443","2025-06-03","CN","左侧","70.0","6.0","6.85","0.1417","是"
"	002443","2025-07-18","CN","左侧","90.0","6.69","7.2","0.0762","否"
"	002443","2025-11-06","CN","左侧","70.0","8.28","8.39","0.0133","否"
"	002443","2026-02-09","CN","左侧","70.0","8.57","10.18","0.1879","是"
"","","","","","","","",""
"	002444","2025-09-09","CN","左侧","70.0","32.0","35.57","0.1116","是"
"	002444","2025-10-31","CN","右侧","75.0","30.82","32.46","0.0532","否"
"","","","","","","","",""
"	002452","2025-04-02","CN","左侧","70.0","7.61","7.82","0.0276","否"
"	002452","2025-07-07","CN","右侧","90.0","7.11","8.18","0.1505","是"
"	002452","2025-09-10","CN","左侧","70.0","7.39","8.02","0.0853","否"
"	002452","2025-10-22","CN","左侧","70.0","7.56","9.19","0.2156","是"
"	002452","2026-02-13","CN","左侧","70.0","10.35","13.09","0.2647","是"
"","","","","","","","",""
"	002456","2025-06-03","CN","左侧","70.0","11.67","12.4","0.0626","否"
"	002456","2025-08-04","CN","右侧","75.0","11.68","14.52","0.2432","是"
"","","","","","","","",""
"	002459","2025-05-13","CN","右侧","85.0","10.06","10.15","0.0089","否"
"	002459","2025-06-16","CN","左侧","70.0","9.63","12.09","0.2555","是"
"	002459","2025-08-20","CN","右侧","90.0","12.01","14.3","0.1907","是"
"	002459","2025-10-14","CN","右侧","85.0","13.63","15.54","0.1401","是"
"	002459","2026-01-26","CN","右侧","75.0","11.83","13.08","0.1057","是"
"","","","","","","","",""
"	002460","2025-05-12","CN","右侧","90.0","31.61","32.4","0.025","否"
"	002460","2025-08-22","CN","左侧","75.0","38.59","58.88","0.5258","是"
"","","","","","","","",""
"	002461","2025-11-20","CN","左侧","70.0","9.5","9.95","0.0474","否"
"	002461","2026-01-20","CN","右侧","85.0","9.72","9.85","0.0134","否"
"	002461","2026-03-03","CN","右侧","75.0","9.52","9.97","0.0473","否"
"","","","","","","","",""
"	002463","2025-11-13","CN","左侧","75.0","62.6","75.48","0.2058","是"
"	002463","2026-01-26","CN","左侧","75.0","71.3","85.8","0.2034","是"
"","","","","","","","",""
"	002465","2026-01-30","CN","左侧","70.0","17.62","18.95","0.0755","否"
"","","","","","","","",""
"	002466","2025-05-30","CN","左侧","70.0","28.8","33.16","0.1514","是"
"	002466","2025-11-27","CN","左侧","70.0","53.82","58.88","0.094","否"
"	002466","2026-03-27","CN","右侧","100.0","58.02","60.66","0.0455","否"
"","","","","","","","",""
"	002468","2025-07-03","CN","右侧","75.0","11.08","16.1","0.4531","是"
"	002468","2025-09-29","CN","左侧","90.0","17.8","18.15","0.0197","否"
"	002468","2026-02-27","CN","右侧","85.0","13.46","15.67","0.1642","是"
"","","","","","","","",""
"	002472","2025-05-27","CN","左侧","75.0","32.28","32.96","0.0211","否"
"	002472","2025-07-11","CN","右侧","75.0","32.36","37.15","0.148","是"
"	002472","2025-12-08","CN","右侧","90.0","41.2","48.8","0.1845","是"
"","","","","","","","",""
"	002475","2025-05-23","CN","左侧","75.0","30.5","33.77","0.1072","是"
"	002475","2025-12-18","CN","左侧","70.0","57.21","60.48","0.0572","否"
"	002475","2026-03-25","CN","右侧","85.0","51.71","59.18","0.1445","是"
"","","","","","","","",""
"	002476","2025-06-16","CN","右侧","100.0","4.56","5.9","0.2939","是"
"	002476","2025-07-15","CN","左侧","70.0","4.77","5.01","0.0503","否"
"	002476","2025-09-25","CN","左侧","75.0","5.67","6.44","0.1358","是"
"	002476","2025-11-04","CN","左侧","70.0","5.8","6.68","0.1517","是"
"	002476","2025-12-09","CN","左侧","70.0","6.03","7.99","0.325","是"
"","","","","","","","",""
"	002478","2025-04-16","CN","左侧","70.0","5.31","5.66","0.0659","否"
"	002478","2025-08-25","CN","右侧","90.0","5.65","5.81","0.0283","否"
"	002478","2025-12-02","CN","左侧","70.0","7.71","9.26","0.201","是"
"","","","","","","","",""
"	002487","2025-05-27","CN","左侧","70.0","27.51","31.91","0.1599","是"
"	002487","2025-11-13","CN","左侧","70.0","45.71","60.95","0.3334","是"
"","","","","","","","",""
"	002490","2025-05-26","CN","左侧","90.0","4.05","7.72","0.9062","是"
"	002490","2025-07-30","CN","右侧","85.0","6.06","7.09","0.17","是"
"	002490","2025-08-29","CN","左侧","70.0","5.68","6.48","0.1408","是"
"	002490","2026-02-09","CN","左侧","70.0","8.4","14.52","0.7286","是"
"","","","","","","","",""
"	002491","2025-04-30","CN","右侧","75.0","4.71","5.38","0.1423","是"
"	002491","2025-09-25","CN","左侧","90.0","5.47","5.53","0.011","否"
"	002491","2025-11-21","CN","右侧","85.0","5.3","7.65","0.4434","是"
"","","","","","","","",""
"	002492","2025-04-18","CN","右侧","100.0","5.19","6.2","0.1946","是"
"	002492","2025-05-22","CN","左侧","70.0","5.62","6.9","0.2278","是"
"	002492","2025-07-08","CN","左侧","70.0","5.91","7.05","0.1929","是"
"	002492","2025-10-20","CN","左侧","70.0","7.69","9.72","0.264","是"
"	002492","2026-01-15","CN","左侧","70.0","7.97","9.5","0.192","是"
"	002492","2026-02-27","CN","左侧","70.0","9.15","9.35","0.0219","否"
"","","","","","","","",""
"	002493","2025-07-09","CN","左侧","70.0","8.52","9.73","0.142","是"
"	002493","2025-09-26","CN","右侧","85.0","9.84","10.44","0.061","否"
"	002493","2025-12-05","CN","左侧","70.0","9.82","12.39","0.2617","是"
"","","","","","","","",""
"	002497","2025-05-14","CN","右侧","90.0","11.45","11.5","0.0044","否"
"	002497","2025-06-16","CN","左侧","75.0","11.05","12.26","0.1095","是"
"	002497","2025-09-17","CN","左侧","70.0","13.9","16.74","0.2043","是"
"","","","","","","","",""
"	002498","2025-05-26","CN","右侧","75.0","3.39","3.47","0.0236","否"
"	002498","2025-07-02","CN","右侧","100.0","3.46","3.77","0.0896","否"
"	002498","2025-08-01","CN","左侧","70.0","3.47","3.71","0.0692","否"
"	002498","2025-12-12","CN","右侧","85.0","4.03","4.1","0.0174","否"
"","","","","","","","",""
"	002506","2025-05-23","CN","左侧","75.0","2.2","2.62","0.1909","是"
"	002506","2025-08-26","CN","右侧","90.0","2.68","2.94","0.097","否"
"	002506","2025-11-28","CN","左侧","70.0","2.52","2.97","0.1786","是"
"	002506","2026-03-19","CN","左侧","70.0","5.23","5.98","0.1434","是"
"","","","","","","","",""
"	002513","2025-04-29","CN","右侧","85.0","4.43","5.08","0.1467","是"
"	002513","2025-07-07","CN","左侧","70.0","5.41","6.29","0.1627","是"
"	002513","2025-10-30","CN","左侧","70.0","7.74","9.96","0.2868","是"
"	002513","2026-02-03","CN","左侧","70.0","7.0","7.9","0.1286","是"
"","","","","","","","",""
"	002518","2025-05-27","CN","左侧","70.0","21.98","22.88","0.0409","否"
"	002518","2025-07-08","CN","右侧","100.0","22.95","23.96","0.044","否"
"	002518","2025-10-22","CN","左侧","70.0","38.29","54.4","0.4207","是"
"	002518","2025-11-24","CN","左侧","75.0","43.71","53.46","0.2231","是"
"","","","","","","","",""
"	002519","2025-07-16","CN","左侧","70.0","5.04","5.68","0.127","是"
"	002519","2025-10-31","CN","左侧","70.0","4.62","5.14","0.1126","是"
"	002519","2026-02-02","CN","左侧","70.0","7.93","10.88","0.372","是"
"	002519","2026-03-12","CN","左侧","70.0","8.52","8.95","0.0505","否"
"","","","","","","","",""
"	002531","2025-04-01","CN","左侧","70.0","7.37","7.47","0.0136","否"
"	002531","2025-06-09","CN","右侧","90.0","6.75","7.38","0.0933","否"
"	002531","2025-08-15","CN","右侧","85.0","6.94","8.3","0.196","是"
"	002531","2025-10-23","CN","左侧","70.0","7.9","8.16","0.0329","否"
"","","","","","","","",""
"	002532","2025-05-28","CN","左侧","70.0","7.61","8.48","0.1143","是"
"	002532","2026-02-09","CN","左侧","70.0","18.14","20.0","0.1025","是"
"","","","","","","","",""
"	002534","2025-05-20","CN","左侧","70.0","11.35","12.11","0.067","否"
"	002534","2025-07-02","CN","右侧","100.0","11.55","15.33","0.3273","是"
"	002534","2025-09-22","CN","右侧","75.0","16.22","19.26","0.1874","是"
"","","","","","","","",""
"	002536","2025-04-29","CN","左侧","70.0","14.73","16.34","0.1093","是"
"	002536","2025-12-01","CN","左侧","90.0","21.33","34.22","0.6043","是"
"	002536","2026-01-16","CN","左侧","70.0","29.51","31.53","0.0685","否"
"	002536","2026-03-24","CN","左侧","70.0","29.47","35.8","0.2148","是"
"","","","","","","","",""
"	002539","2025-05-30","CN","左侧","70.0","8.34","9.52","0.1415","是"
"	002539","2025-10-29","CN","右侧","75.0","10.36","12.53","0.2095","是"
"","","","","","","","",""
"	002545","2025-04-01","CN","左侧","75.0","7.51","7.86","0.0466","否"
"	002545","2025-05-28","CN","左侧","70.0","7.63","8.94","0.1717","是"
"	002545","2025-08-27","CN","右侧","90.0","9.86","14.84","0.5051","是"
"	002545","2025-10-17","CN","左侧","70.0","14.0","18.97","0.355","是"
"","","","","","","","",""
"	002546","2025-04-30","CN","右侧","85.0","4.92","5.15","0.0467","否"
"	002546","2025-07-02","CN","左侧","70.0","5.42","6.37","0.1753","是"
"	002546","2025-09-08","CN","左侧","70.0","5.95","6.15","0.0336","否"
"	002546","2025-11-19","CN","左侧","90.0","7.01","7.05","0.0057","否"
"	002546","2026-01-12","CN","右侧","90.0","7.12","10.33","0.4508","是"
"	002546","2026-02-13","CN","左侧","70.0","9.17","12.4","0.3522","是"
"	002546","2026-03-25","CN","左侧","70.0","9.48","9.48","0.0","否"
"","","","","","","","",""
"	002549","2025-04-28","CN","左侧","70.0","8.34","11.62","0.3933","是"
"	002549","2025-06-12","CN","左侧","75.0","9.42","13.7","0.4544","是"
"	002549","2025-08-01","CN","左侧","90.0","11.5","18.68","0.6243","是"
"	002549","2025-11-05","CN","左侧","70.0","21.52","25.4","0.1803","是"
"","","","","","","","",""
"	002558","2025-08-04","CN","右侧","75.0","27.02","40.55","0.5007","是"
"","","","","","","","",""
"	002560","2025-04-01","CN","左侧","70.0","6.58","6.61","0.0046","否"
"	002560","2025-06-06","CN","左侧","70.0","7.46","8.1","0.0858","否"
"	002560","2025-07-11","CN","左侧","70.0","7.71","8.97","0.1634","是"
"	002560","2025-08-22","CN","右侧","90.0","8.51","8.57","0.0071","否"
"	002560","2025-11-19","CN","左侧","70.0","8.47","10.0","0.1806","是"
"	002560","2026-02-05","CN","左侧","70.0","10.15","11.72","0.1547","是"
"	002560","2026-03-31","CN","右侧","75.0","11.37","14.37","0.2639","是"
"","","","","","","","",""
"	002565","2025-11-20","CN","左侧","70.0","7.06","17.86","1.5297","是"
"	002565","2026-01-21","CN","左侧","70.0","14.3","18.95","0.3252","是"
"","","","","","","","",""
"	002575","2025-05-27","CN","左侧","70.0","8.97","8.99","0.0022","否"
"	002575","2025-07-01","CN","右侧","85.0","8.66","9.29","0.0727","否"
"	002575","2025-07-31","CN","左侧","75.0","8.39","10.03","0.1955","是"
"	002575","2025-09-24","CN","左侧","70.0","8.38","8.38","0.0","否"
"	002575","2026-01-22","CN","左侧","70.0","6.25","8.7","0.392","是"
"","","","","","","","",""
"	002576","2025-06-09","CN","左侧","70.0","16.25","16.71","0.0283","否"
"	002576","2025-07-31","CN","左侧","75.0","16.5","21.59","0.3085","是"
"	002576","2025-12-30","CN","右侧","90.0","17.47","18.75","0.0733","否"
"","","","","","","","",""
"	002580","2025-07-10","CN","左侧","70.0","13.44","14.2","0.0565","否"
"	002580","2025-08-14","CN","右侧","100.0","14.06","16.1","0.1451","是"
"	002580","2025-09-24","CN","左侧","75.0","14.35","14.63","0.0195","否"
"	002580","2025-11-06","CN","右侧","85.0","14.25","14.8","0.0386","否"
"	002580","2026-01-05","CN","右侧","90.0","12.88","13.53","0.0505","否"
"	002580","2026-02-03","CN","左侧","70.0","12.67","13.83","0.0916","否"
"	002580","2026-03-19","CN","右侧","85.0","13.8","19.37","0.4036","是"
"","","","","","","","",""
"	002588","2025-07-16","CN","左侧","70.0","8.88","9.54","0.0743","否"
"	002588","2025-09-19","CN","左侧","90.0","9.49","9.75","0.0274","否"
"	002588","2025-12-04","CN","左侧","70.0","9.61","10.06","0.0468","否"
"","","","","","","","",""
"	002595","2025-08-18","CN","右侧","75.0","58.57","63.25","0.0799","否"
"	002595","2025-09-26","CN","左侧","75.0","60.4","69.18","0.1454","是"
"	002595","2026-02-05","CN","左侧","70.0","83.53","101.5","0.2151","是"
"","","","","","","","",""
"	002600","2025-06-05","CN","右侧","75.0","8.51","9.49","0.1152","是"
"	002600","2025-10-23","CN","左侧","70.0","14.8","16.77","0.1331","是"
"	002600","2025-12-02","CN","右侧","85.0","15.09","16.23","0.0755","否"
"	002600","2026-01-21","CN","左侧","70.0","15.58","16.05","0.0302","否"
"","","","","","","","",""
"	002603","2025-07-04","CN","右侧","85.0","14.91","17.11","0.1476","是"
"	002603","2025-09-22","CN","左侧","70.0","16.28","18.23","0.1198","是"
"	002603","2026-01-12","CN","右侧","90.0","17.77","20.26","0.1401","是"
"	002603","2026-02-10","CN","左侧","70.0","17.8","17.91","0.0062","否"
"","","","","","","","",""
"	002606","2025-05-29","CN","右侧","75.0","8.59","9.14","0.064","否"
"	002606","2025-08-01","CN","左侧","90.0","9.32","10.24","0.0987","否"
"	002606","2026-01-07","CN","右侧","90.0","9.05","12.77","0.411","是"
"	002606","2026-03-20","CN","左侧","70.0","11.3","12.17","0.077","否"
"","","","","","","","",""
"	002611","2025-04-01","CN","左侧","70.0","11.83","13.2","0.1158","是"
"	002611","2025-07-03","CN","左侧","70.0","11.95","14.8","0.2385","是"
"	002611","2025-11-18","CN","左侧","70.0","17.85","19.15","0.0728","否"
"","","","","","","","",""
"	002625","2025-05-21","CN","左侧","70.0","41.38","45.66","0.1034","是"
"	002625","2025-07-07","CN","左侧","70.0","39.28","42.24","0.0754","否"
"	002625","2025-10-21","CN","左侧","70.0","47.09","48.25","0.0246","否"
"	002625","2026-01-13","CN","右侧","90.0","54.19","54.74","0.0101","否"
"","","","","","","","",""
"	002636","2025-08-14","CN","右侧","90.0","12.19","15.38","0.2617","是"
"	002636","2025-10-16","CN","右侧","100.0","13.65","19.44","0.4242","是"
"	002636","2025-11-21","CN","左侧","90.0","14.2","17.3","0.2183","是"
"	002636","2026-01-08","CN","左侧","75.0","16.64","27.54","0.655","是"
"","","","","","","","",""
"	002638","2025-04-01","CN","左侧","70.0","2.11","2.2","0.0427","否"
"	002638","2025-08-19","CN","右侧","75.0","2.35","2.79","0.1872","是"
"	002638","2025-10-29","CN","左侧","75.0","2.64","3.36","0.2727","是"
"	002638","2025-12-11","CN","左侧","75.0","2.95","3.29","0.1153","是"
"	002638","2026-03-03","CN","右侧","100.0","3.19","4.6","0.442","是"
"","","","","","","","",""
"	002639","2025-06-23","CN","左侧","70.0","10.08","11.77","0.1677","是"
"	002639","2025-07-30","CN","左侧","75.0","10.89","12.35","0.1341","是"
"	002639","2025-10-09","CN","右侧","85.0","11.28","14.67","0.3005","是"
"	002639","2026-01-30","CN","左侧","70.0","19.53","23.3","0.193","是"
"","","","","","","","",""
"	002643","2025-06-16","CN","左侧","70.0","10.87","11.68","0.0745","否"
"	002643","2025-10-29","CN","右侧","90.0","13.99","14.79","0.0572","否"
"	002643","2025-12-09","CN","左侧","70.0","14.12","16.38","0.1601","是"
"	002643","2026-02-06","CN","左侧","70.0","16.76","18.05","0.077","否"
"","","","","","","","",""
"	002645","2025-07-04","CN","左侧","70.0","8.96","16.65","0.8583","是"
"	002645","2025-10-20","CN","左侧","75.0","14.86","18.6","0.2517","是"
"	002645","2025-11-19","CN","左侧","70.0","14.9","15.22","0.0215","否"
"	002645","2026-01-05","CN","右侧","90.0","15.04","17.76","0.1809","是"
"","","","","","","","",""
"	002648","2025-05-26","CN","左侧","100.0","17.53","17.58","0.0029","否"
"	002648","2025-06-27","CN","右侧","75.0","17.37","18.94","0.0904","否"
"	002648","2025-09-22","CN","左侧","70.0","18.92","20.0","0.0571","否"
"","","","","","","","",""
"	002651","2025-07-25","CN","左侧","70.0","11.98","16.37","0.3664","是"
"	002651","2025-10-13","CN","右侧","75.0","11.86","12.38","0.0438","否"
"	002651","2025-11-17","CN","右侧","85.0","11.32","12.45","0.0998","否"
"	002651","2025-12-23","CN","左侧","75.0","10.86","12.88","0.186","是"
"","","","","","","","",""
"	002653","2025-09-10","CN","左侧","70.0","56.0","59.89","0.0695","否"
"	002653","2026-01-09","CN","左侧","75.0","57.3","57.87","0.0099","否"
"	002653","2026-03-12","CN","左侧","75.0","46.65","59.32","0.2716","是"
"","","","","","","","",""
"	002654","2025-05-19","CN","右侧","75.0","11.76","12.85","0.0927","否"
"	002654","2025-06-24","CN","右侧","75.0","12.32","12.9","0.0471","否"
"	002654","2025-08-13","CN","右侧","90.0","12.18","14.66","0.2036","是"
"	002654","2025-11-04","CN","左侧","70.0","15.39","17.79","0.1559","是"
"","","","","","","","",""
"	002655","2025-08-01","CN","左侧","75.0","12.81","14.97","0.1686","是"
"	002655","2025-11-11","CN","右侧","85.0","12.9","13.21","0.024","否"
"","","","","","","","",""
"	002667","2025-05-21","CN","右侧","90.0","13.2","13.61","0.0311","否"
"	002667","2025-08-04","CN","左侧","70.0","12.22","13.88","0.1358","是"
"","","","","","","","",""
"	002683","2025-04-18","CN","左侧","70.0","29.4","33.62","0.1435","是"
"	002683","2025-05-23","CN","左侧","70.0","30.25","34.8","0.1504","是"
"	002683","2025-07-07","CN","右侧","85.0","33.55","40.99","0.2218","是"
"	002683","2025-12-04","CN","右侧","85.0","42.49","48.64","0.1447","是"
"","","","","","","","",""
"	002709","2025-12-03","CN","左侧","70.0","39.75","46.83","0.1781","是"
"	002709","2026-01-22","CN","左侧","70.0","43.62","44.97","0.0309","否"
"","","","","","","","",""
"	603667","2025-09-03","CN","右侧","75.0","39.4","52.5","0.3325","是"
"	603667","2025-10-14","CN","左侧","70.0","42.53","49.36","0.1606","是"
"	603667","2025-11-20","CN","左侧","70.0","41.0","57.57","0.4041","是"
"","","","","","","","",""
"	688114","2025-04-23","CN","左侧","70.0","78.84","86.5","0.0972","否"
"	688114","2025-05-27","CN","左侧","90.0","72.7","72.76","0.0008","否"
"	688114","2025-09-08","CN","右侧","75.0","71.63","75.08","0.0482","否"
"	688114","2025-10-22","CN","左侧","90.0","68.58","70.9","0.0338","否"
"	688114","2025-12-12","CN","右侧","85.0","64.18","82.88","0.2914","是"
"	688114","2026-01-16","CN","右侧","90.0","67.26","71.45","0.0623","否"
"","","","","","","","",""
"	00700","2025-07-15","HK","右侧","75.0","520.0","572.0","0.1","是"
"	00700","2025-12-18","HK","左侧","75.0","610.0","639.0","0.0475","否"
"","","","","","","","",""
"	02565","2025-10-17","HK","左侧","70.0","52.2","72.75","0.3937","是"
"	02565","2025-12-16","HK","左侧","70.0","65.0","76.25","0.1731","是"
