"股票代码","信号日期","市场","买点类型","信号总分","买入价","观察期内最高价","观察期内最大涨幅","是否命中目标","入场日期","止损阈值","手续费bps","滑点bps","ATR周期","初始止损ATR倍数","移动止损模式","跟踪ATR倍数","回撤止损比例","保本触发R","锁盈触发R","锁盈保留R","分批止盈触发R","分批止盈比例","time_stop_bars","出场价格","出场日期","出场原因","持有K线数","入场成交价","出场成交价","单笔收益率","是否触发分批止盈","R倍数","初始风险比例","初始止损价","最大有利波动","最大不利波动"
"	000985","2025-11-24","CN","左侧","70.0","19.27","22.3","0.1572","是","2025-11-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","18.6576","2025-12-12","止损","11","19.2854","18.6427","-0.033328","False","-0.635599","0.05","18.3065","0.052413","-0.055527"
"	000985","2025-12-29","CN","右侧","90.0","19.55","22.98","0.1754","是","2025-12-30","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","22.59","2026-01-28","时间出场","20","19.5656","22.5719","0.153651","False","3.109974","0.05","18.5725","0.175448","-0.033248"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000988","2023-05-30","CN","右侧","90.0","33.62","44.34","0.3189","是","2023-05-31","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","33.62","2023-06-07","止损","6","33.6469","33.5931","-0.001599","False","0.0","0.05","31.939","0.066032","-0.053837"
"	000988","2023-09-12","CN","右侧","85.0","33.3","34.55","0.0375","否","2023-09-13","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","31.635","2023-09-15","止损","3","33.3266","31.6097","-0.051519","False","-1.0","0.05","31.635","0.004505","-0.055856"
"	000988","2023-12-19","CN","左侧","75.0","30.62","30.68","0.002","否","2023-12-20","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","29.089","2023-12-21","止损","2","30.6445","29.0657","-0.051519","False","-1.0","0.05","29.089","0.00196","-0.055846"
"	000988","2024-02-07","CN","右侧","75.0","27.88","36.36","0.3042","是","2024-02-08","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","34.66","2024-03-14","时间出场","20","27.9023","34.6323","0.241198","False","4.863702","0.05","26.486","0.304161","-0.004304"
"	000988","2024-04-25","CN","左侧","70.0","31.3","34.4","0.099","否","2024-04-26","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","31.3","2024-04-26","止损","1","31.325","31.275","-0.001599","False","0.0","0.05","29.735","0.086901","0.0"
"	000988","2024-07-09","CN","右侧","75.0","30.4","31.16","0.025","否","2024-07-10","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","28.88","2024-07-18","止损","7","30.4243","28.8569","-0.051519","False","-1.0","0.05","28.88","0.025","-0.067105"
"	000988","2024-08-16","CN","右侧","100.0","29.28","30.76","0.0505","否","2024-08-19","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","28.2992","2024-08-29","止损","9","29.3034","28.2766","-0.035042","False","-0.669945","0.05","27.816","0.050546","-0.047131"
"	000988","2024-09-24","CN","右侧","75.0","29.89","39.8","0.3315","是","2024-09-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","35.3372","2024-10-08","止损","5","29.9139","35.3089","0.180351","False","3.644831","0.05","28.3955","0.285045","-0.009033"
"	000988","2025-01-13","CN","左侧","70.0","38.4","45.37","0.1815","是","2025-01-14","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","39.552","2025-01-27","止损","10","38.4307","39.5204","0.028353","False","0.6","0.05","36.48","0.11901","-0.026823"
"	000988","2025-06-03","CN","左侧","70.0","42.37","47.46","0.1201","是","2025-06-04","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","46.46","2025-07-01","时间出场","20","42.4039","46.4228","0.094778","False","1.930611","0.05","40.2515","0.120132","-0.002596"
"	000988","2025-10-17","CN","左侧","70.0","79.51","89.28","0.1229","是","2025-10-20","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","80.1964","2025-10-24","止损","5","79.5736","80.1322","0.00702","False","0.172658","0.05","75.5345","0.09634","-0.032826"
"	000988","2025-12-08","CN","右侧","75.0","79.93","84.95","0.0628","否","2025-12-09","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","79.93","2025-12-12","止损","4","79.9939","79.8661","-0.001599","False","0.0","0.05","75.9335","0.062805","-0.030402"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000989","2023-09-20","CN","左侧","70.0","10.82","11.67","0.0786","否","2023-09-21","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.82","2023-10-17","止损","13","10.8287","10.8113","-0.001599","False","0.0","0.05","10.279","0.078558","-0.027726"
"	000989","2023-12-14","CN","右侧","90.0","11.18","11.24","0.0054","否","2023-12-15","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.621","2023-12-19","止损","3","11.1889","10.6125","-0.051519","False","-1.0","0.05","10.621","0.005367","-0.068873"
"	000989","2024-03-26","CN","左侧","75.0","8.68","8.94","0.03","否","2024-03-27","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.65","2024-04-11","时间止损","10","8.6869","8.6431","-0.005049","False","-0.069124","0.05","8.246","0.029954","-0.019585"
"	000989","2024-07-01","CN","左侧","70.0","6.44","6.86","0.0652","否","2024-07-02","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.49","2024-07-15","时间止损","10","6.4452","6.4848","0.006153","False","0.15528","0.05","6.118","0.037267","-0.031056"
"	000989","2024-08-15","CN","左侧","70.0","6.76","6.76","0.0","否","2024-08-16","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.422","2024-08-23","止损","6","6.7654","6.4169","-0.051519","False","-1.0","0.05","6.422","0.0","-0.075444"
"	000989","2024-09-24","CN","右侧","75.0","6.59","7.7","0.1684","是","2024-09-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.084","2024-10-09","止损","6","6.5953","7.0783","0.073243","False","1.499241","0.05","6.2605","0.168437","-0.003035"
"	000989","2024-12-05","CN","左侧","70.0","7.62","8.09","0.0617","否","2024-12-06","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.75","2025-01-03","时间出场","20","7.6261","7.7438","0.015434","False","0.341207","0.05","7.239","0.06168","-0.013123"
"	000989","2025-01-15","CN","左侧","70.0","7.67","8.4","0.0952","否","2025-01-16","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.02","2025-02-06","时间止损","10","7.6761","8.0136","0.043961","False","0.912647","0.05","7.2865","0.049544","-0.006519"
"	000989","2025-04-17","CN","右侧","90.0","8.62","9.5","0.1021","是","2025-04-18","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.62","2025-05-07","止损","10","8.6269","8.6131","-0.001599","False","0.0","0.05","8.189","0.076566","-0.019722"
"	000989","2025-06-03","CN","右侧","75.0","9.57","10.58","0.1055","是","2025-06-04","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.57","2025-06-04","止损","1","9.5777","9.5623","-0.001599","False","0.0","0.05","9.0915","0.075235","-0.00209"
"	000989","2025-07-03","CN","右侧","75.0","10.13","13.3","0.3129","是","2025-07-04","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.13","2025-07-04","止损","1","10.1381","10.1219","-0.001599","False","0.0","0.05","9.6235","0.077986","-0.012833"
"	000989","2025-08-14","CN","右侧","75.0","12.11","12.93","0.0677","否","2025-08-15","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","11.6932","2025-08-21","止损","5","12.1197","11.6838","-0.035962","False","-0.688357","0.05","11.5045","0.049546","-0.036334"
"	000989","2025-10-30","CN","右侧","90.0","9.93","10.84","0.0916","否","2025-10-31","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.9728","2025-11-19","止损","14","9.9379","9.9648","0.002705","False","0.086203","0.05","9.4335","0.091641","-0.015106"
"	000989","2026-01-13","CN","右侧","100.0","9.2","9.56","0.0391","否","2026-01-14","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.74","2026-01-19","止损","4","9.2074","8.733","-0.051519","False","-1.0","0.05","8.74","0.008696","-0.051087"
"	000989","2026-03-09","CN","左侧","70.0","8.75","9.79","0.1189","是","2026-03-10","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.75","2026-03-23","止损","10","8.757","8.743","-0.001599","False","0.0","0.05","8.3125","0.057143","-0.051429"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000993","2023-05-12","CN","右侧","85.0","10.02","12.25","0.2226","是","2023-05-15","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.02","2023-05-15","止损","1","10.028","10.012","-0.001599","False","0.0","0.05","9.519","0.070858","-0.006986"
"	000993","2023-06-14","CN","左侧","70.0","10.53","13.16","0.2498","是","2023-06-15","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.9388","2023-06-26","止损","6","10.5384","10.93","0.037162","False","0.776448","0.05","10.0035","0.129155","0.0"
"	000993","2023-09-15","CN","右侧","90.0","10.17","10.19","0.002","否","2023-09-18","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.6615","2023-09-21","止损","4","10.1781","9.6538","-0.051519","False","-1.0","0.05","9.6615","0.001967","-0.055064"
"	000993","2023-12-14","CN","右侧","85.0","9.68","12.44","0.2851","是","2023-12-15","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.196","2023-12-19","止损","3","9.6877","9.1886","-0.051519","False","-1.0","0.05","9.196","0.0","-0.06405"
"	000993","2024-01-17","CN","左侧","70.0","9.91","10.13","0.0222","否","2024-01-18","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.4145","2024-01-22","止损","3","9.9179","9.407","-0.051519","False","-1.0","0.05","9.4145","0.0222","-0.103935"
"	000993","2024-03-06","CN","右侧","90.0","9.2","10.81","0.175","是","2024-03-07","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.2","2024-03-07","止损","1","9.2074","9.1926","-0.001599","False","0.0","0.05","8.74","0.073913","-0.015217"
"	000993","2024-09-18","CN","右侧","85.0","7.9","10.19","0.2899","是","2024-09-19","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.6296","2024-09-30","止损","8","7.9063","8.6227","0.090608","False","1.847089","0.05","7.505","0.187342","-0.012658"
"	000993","2024-11-18","CN","左侧","70.0","8.98","9.44","0.0512","否","2024-11-19","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.17","2024-12-16","时间出场","20","8.9872","9.1627","0.019526","False","0.423163","0.05","8.531","0.051225","-0.013363"
"	000993","2025-03-12","CN","右侧","90.0","8.59","9.57","0.1141","是","2025-03-13","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.59","2025-03-13","止损","1","8.5969","8.5831","-0.001599","False","0.0","0.05","8.1605","0.079162","0.0"
"	000993","2025-05-23","CN","左侧","90.0","9.73","10.2","0.0483","否","2025-05-26","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.82","2025-06-09","时间止损","10","9.7378","9.8121","0.007636","False","0.184995","0.05","9.2435","0.048304","-0.012333"
"	000993","2025-07-01","CN","右侧","85.0","10.0","11.98","0.198","是","2025-07-02","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.396","2025-07-07","止损","4","10.008","10.3877","0.037938","False","0.792","0.05","9.5","0.13","-0.012"
"	000993","2025-07-31","CN","左侧","70.0","10.42","11.48","0.1017","是","2025-08-01","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.5616","2025-08-11","止损","7","10.4283","10.5532","0.011969","False","0.271785","0.05","9.899","0.101727","-0.008637"
"	000993","2026-01-19","CN","右侧","90.0","13.22","13.64","0.0318","否","2026-01-20","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.559","2026-01-27","止损","6","13.2306","12.549","-0.051519","False","-1.0","0.05","12.559","0.03177","-0.077156"
"	000993","2026-02-26","CN","右侧","90.0","13.07","17.27","0.3213","是","2026-02-27","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","13.2756","2026-02-27","止损","1","13.0805","13.265","0.014107","False","0.314614","0.05","12.4165","0.104055","-0.004591"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	001202","2023-06-02","CN","左侧","70.0","14.56","15.03","0.0323","否","2023-06-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","14.32","2023-06-16","时间止损","10","14.5716","14.3085","-0.018056","False","-0.32967","0.05","13.832","0.024725","-0.026786"
"	001202","2023-08-17","CN","右侧","75.0","15.85","17.89","0.1287","是","2023-08-18","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","16.0632","2023-08-18","止损","1","15.8627","16.0503","0.011831","False","0.269022","0.05","15.0575","0.101577","-0.008202"
"	001202","2023-09-20","CN","左侧","70.0","16.56","17.5","0.0568","否","2023-09-21","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","16.56","2023-10-10","止损","8","16.5732","16.5468","-0.001599","False","0.0","0.05","15.732","0.056763","-0.033816"
"	001202","2023-12-01","CN","右侧","100.0","17.56","18.3","0.0421","否","2023-12-04","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","17.84","2023-12-15","时间止损","10","17.574","17.8257","0.014321","False","0.318907","0.05","16.682","0.042141","-0.038724"
"	001202","2024-01-11","CN","左侧","70.0","17.9","18.24","0.019","否","2024-01-12","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","17.005","2024-01-18","止损","5","17.9143","16.9914","-0.051519","False","-1.0","0.05","17.005","0.018994","-0.072626"
"	001202","2024-05-08","CN","左侧","70.0","13.39","13.99","0.0448","否","2024-05-09","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","13.67","2024-05-22","时间止损","10","13.4007","13.6591","0.019279","False","0.418223","0.05","12.7205","0.04481","-0.039582"
"	001202","2024-08-30","CN","右侧","75.0","10.84","13.98","0.2897","是","2024-09-02","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.61","2024-09-13","时间止损","10","10.8487","10.6015","-0.022783","False","-0.424354","0.05","10.298","0.04797","-0.031365"
"	001202","2024-11-04","CN","左侧","70.0","13.24","14.74","0.1133","是","2024-11-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","14.58","2024-12-02","时间出场","20","13.2506","14.5683","0.099448","False","2.024169","0.05","12.578","0.113293","-0.028701"
"	001202","2024-12-18","CN","左侧","70.0","13.86","17.23","0.2431","是","2024-12-19","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","13.294","2024-12-25","止损","5","13.8711","13.2834","-0.04237","False","-0.816739","0.05","13.167","0.042569","-0.062771"
"	001202","2025-01-24","CN","左侧","70.0","13.91","15.75","0.1323","是","2025-01-27","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","14.49","2025-02-12","止损","7","13.9211","14.4784","0.040031","False","0.833932","0.05","13.2145","0.132279","-0.03307"
"	001202","2025-04-24","CN","左侧","70.0","16.16","17.66","0.0928","否","2025-04-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","16.31","2025-05-13","时间止损","10","16.1729","16.297","0.007669","False","0.185644","0.05","15.352","0.029084","-0.034035"
"	001202","2025-05-28","CN","左侧","90.0","16.0","16.91","0.0569","否","2025-05-29","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","16.0","2025-06-18","止损","14","16.0128","15.9872","-0.001599","False","0.0","0.05","15.2","0.056875","-0.204375"
"	001202","2025-07-16","CN","左侧","70.0","13.38","14.85","0.1099","是","2025-07-17","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","13.41","2025-07-30","时间止损","10","13.3907","13.3993","0.00064","False","0.044843","0.05","12.711","0.019432","-0.014948"
"	001202","2026-01-05","CN","右侧","90.0","16.1","24.38","0.5143","是","2026-01-06","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","16.2564","2026-01-12","止损","5","16.1129","16.2434","0.0081","False","0.194286","0.05","15.295","0.097516","-0.017391"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	001203","2023-04-13","CN","右侧","90.0","13.02","13.26","0.0184","否","2023-04-14","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.369","2023-04-21","止损","6","13.0304","12.3591","-0.051519","False","-1.0","0.05","12.369","0.018433","-0.057604"
"	001203","2023-07-28","CN","右侧","90.0","11.32","12.22","0.0795","否","2023-07-31","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","11.12","2023-08-11","时间止损","10","11.3291","11.1111","-0.019238","False","-0.353357","0.05","10.754","0.022085","-0.019435"
"	001203","2023-09-26","CN","左侧","75.0","10.62","11.14","0.049","否","2023-09-27","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.88","2023-10-18","时间止损","10","10.6285","10.8713","0.022844","False","0.489642","0.05","10.089","0.047081","-0.001883"
"	001203","2023-11-02","CN","左侧","70.0","10.82","11.15","0.0305","否","2023-11-03","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.89","2023-11-16","时间止损","10","10.8287","10.8813","0.00486","False","0.12939","0.05","10.279","0.030499","-0.019409"
"	001203","2024-01-11","CN","右侧","100.0","10.36","10.49","0.0125","否","2024-01-12","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.842","2024-01-18","止损","5","10.3683","9.8341","-0.051519","False","-1.0","0.05","9.842","0.012548","-0.092664"
"	001203","2024-03-14","CN","左侧","75.0","9.35","10.49","0.1219","是","2024-03-15","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.35","2024-03-27","止损","9","9.3575","9.3425","-0.001599","False","0.0","0.05","8.8825","0.060963","-0.006417"
"	001203","2024-09-24","CN","右侧","75.0","7.87","10.2","0.2961","是","2024-09-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.384","2024-10-08","止损","5","7.8763","9.3765","0.19047","False","3.847522","0.05","7.4765","0.296061","-0.011436"
"	001203","2024-10-31","CN","左侧","70.0","8.45","10.91","0.2911","是","2024-11-01","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.3012","2024-11-12","止损","8","8.4568","9.2938","0.098974","False","2.014675","0.05","8.0275","0.19645","0.0"
"	001203","2024-12-11","CN","左侧","70.0","9.86","9.89","0.003","否","2024-12-12","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.367","2024-12-17","止损","4","9.8679","9.3595","-0.051519","False","-1.0","0.05","9.367","0.003043","-0.067951"
"	001203","2025-03-07","CN","右侧","90.0","8.85","9.08","0.026","否","2025-03-10","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.8","2025-03-21","时间止损","10","8.8571","8.793","-0.007239","False","-0.112994","0.05","8.4075","0.022599","-0.022599"
"	001203","2025-07-07","CN","左侧","70.0","9.65","12.95","0.342","是","2025-07-08","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.9664","2025-07-10","止损","3","9.6577","10.9576","0.134598","False","2.72829","0.05","9.1675","0.235233","-0.001036"
"	001203","2026-01-28","CN","左侧","75.0","30.1","43.82","0.4558","是","2026-01-29","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","28.9432","2026-01-30","止损","2","30.1241","28.92","-0.039969","False","-0.768638","0.05","28.595","0.045183","-0.086379"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	001207","2023-04-03","CN","左侧","90.0","15.55","16.55","0.0643","否","2023-04-04","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","14.7725","2023-04-06","止损","2","15.5624","14.7607","-0.051519","False","-1.0","0.05","14.7725","0.0","-0.051447"
"	001207","2023-05-23","CN","右侧","90.0","16.36","17.05","0.0422","否","2023-05-24","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","15.542","2023-05-25","止损","2","16.3731","15.5296","-0.051519","False","-1.0","0.05","15.542","0.0","-0.061736"
"	001207","2023-08-30","CN","右侧","85.0","16.09","16.83","0.046","否","2023-08-31","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","16.44","2023-09-13","时间止损","10","16.1029","16.4268","0.020119","False","0.435053","0.05","15.2855","0.039155","-0.005594"
"	001207","2023-10-12","CN","右侧","75.0","16.68","17.62","0.0564","否","2023-10-13","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","16.68","2023-10-19","止损","5","16.6933","16.6667","-0.001599","False","0.0","0.05","15.846","0.056355","-0.047362"
"	001207","2023-11-14","CN","左侧","70.0","17.26","17.77","0.0295","否","2023-11-15","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","17.49","2023-11-28","时间止损","10","17.2738","17.476","0.011706","False","0.266512","0.05","16.397","0.028389","-0.013326"
"	001207","2024-04-18","CN","右侧","75.0","15.45","17.29","0.1191","是","2024-04-19","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","16.9","2024-05-21","时间出场","20","15.4624","16.8865","0.092102","False","1.877023","0.05","14.6775","0.119094","-0.042071"
"	001207","2024-07-15","CN","右侧","100.0","15.01","15.1","0.006","否","2024-07-16","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","14.2595","2024-07-17","止损","2","15.022","14.2481","-0.051519","False","-1.0","0.05","14.2595","0.005996","-0.059294"
"	001207","2024-08-30","CN","右侧","75.0","13.5","17.14","0.2696","是","2024-09-02","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.825","2024-09-09","止损","6","13.5108","12.8147","-0.051519","False","-1.0","0.05","12.825","0.011111","-0.051852"
"	001207","2024-11-25","CN","左侧","70.0","19.1","22.12","0.1581","是","2024-11-26","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","20.3504","2024-12-16","止损","15","19.1153","20.3341","0.063763","False","1.309319","0.05","18.145","0.158115","-0.04712"
"	001207","2024-12-30","CN","左侧","70.0","20.27","21.98","0.0844","否","2024-12-31","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","19.2565","2025-01-03","止损","3","20.2862","19.2411","-0.051519","False","-1.0","0.05","19.2565","0.00444","-0.070054"
"	001207","2025-04-02","CN","左侧","70.0","21.61","21.7","0.0042","否","2025-04-03","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","20.5295","2025-04-03","止损","1","21.6273","20.5131","-0.051519","False","-1.0","0.05","20.5295","0.004165","-0.059232"
"	001207","2025-06-23","CN","左侧","70.0","23.28","26.06","0.1194","是","2025-06-24","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","23.9784","2025-07-04","止损","9","23.2986","23.9592","0.028353","False","0.6","0.05","22.116","0.119416","-0.003436"
"	001207","2025-12-02","CN","左侧","70.0","22.57","25.76","0.1413","是","2025-12-04","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","22.57","2025-12-10","止损","5","22.5881","22.5519","-0.001599","False","0.0","0.05","21.4415","0.058042","-0.018609"
"	001207","2026-03-05","CN","右侧","75.0","27.6","34.33","0.2438","是","2026-03-06","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","28.7684","2026-03-11","止损","4","27.6221","28.7454","0.040667","False","0.846667","0.05","26.22","0.132971","-0.021377"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	001208","2023-05-17","CN","右侧","100.0","10.13","10.4","0.0267","否","2023-05-18","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.6235","2023-05-29","止损","8","10.1381","9.6158","-0.051519","False","-1.0","0.05","9.6235","0.026654","-0.072063"
"	001208","2023-07-10","CN","左侧","70.0","9.44","10.68","0.1314","是","2023-07-11","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.37","2023-07-24","时间止损","10","9.4476","9.3625","-0.009002","False","-0.148305","0.05","8.968","0.03178","-0.013771"
"	001208","2023-08-17","CN","左侧","70.0","9.39","9.44","0.0053","否","2023-08-18","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.9205","2023-08-25","止损","6","9.3975","8.9134","-0.051519","False","-1.0","0.05","8.9205","0.005325","-0.058573"
