"股票代码","信号日期","市场","买点类型","信号总分","买入价","观察期内最高价","观察期内最大涨幅","是否命中目标"
"	002625","2024-02-20","CN","右侧","90.0","13.7","16.24","0.1854","是"
"	002271","2024-02-21","CN","右侧","75.0","17.11","18.2","0.0637","否"
"	002171","2024-02-23","CN","左侧","70.0","6.69","8.51","0.272","是"
"	603629","2024-02-27","CN","右侧","90.0","24.32","32.25","0.3261","是"
"	002335","2024-02-28","CN","右侧","100.0","23.88","33.0","0.3819","是"
"	603667","2024-02-28","CN","右侧","90.0","15.61","20.66","0.3235","是"
"	603738","2024-02-28","CN","右侧","100.0","12.91","15.14","0.1727","是"
"	002202","2024-02-28","CN","右侧","90.0","7.36","8.26","0.1223","是"
"	601636","2024-02-28","CN","右侧","90.0","6.25","7.65","0.224","是"
"	002241","2024-03-01","CN","右侧","90.0","17.56","18.93","0.078","否"
"	603005","2024-03-01","CN","右侧","90.0","18.91","19.78","0.046","否"
"	601975","2024-03-04","CN","右侧","90.0","3.16","3.65","0.1551","是"
"	600436","2024-03-04","CN","左侧","70.0","223.03","240.67","0.0791","否"
"	601868","2024-03-04","CN","左侧","70.0","2.16","2.2","0.0185","否"
"	603256","2024-03-05","CN","右侧","100.0","6.95","9.17","0.3194","是"
"	601615","2024-03-05","CN","左侧","70.0","9.93","10.56","0.0634","否"
"	002135","2024-03-06","CN","左侧","70.0","4.81","4.97","0.0333","否"
"	601609","2024-03-06","CN","左侧","70.0","5.75","6.55","0.1391","是"
"	002364","2024-03-07","CN","左侧","70.0","5.83","6.98","0.1973","是"
"	002956","2024-03-07","CN","左侧","70.0","11.48","13.35","0.1629","是"
"	601330","2024-03-07","CN","左侧","70.0","6.81","7.08","0.0396","否"
"	603527","2024-03-08","CN","右侧","100.0","7.81","11.76","0.5058","是"
"	603759","2024-03-08","CN","左侧","70.0","6.67","7.42","0.1124","是"
"	600998","2024-03-15","CN","左侧","75.0","8.04","8.62","0.0721","否"
"	000537","2024-03-15","CN","左侧","90.0","9.85","10.3","0.0457","否"
"	002100","2024-03-18","CN","右侧","75.0","7.31","8.09","0.1067","是"
"	600307","2024-03-19","CN","右侧","90.0","1.42","1.45","0.0211","否"
"	002385","2024-03-19","CN","右侧","75.0","5.36","5.55","0.0354","否"
"	600176","2024-03-20","CN","左侧","75.0","10.03","12.44","0.2403","是"
"	000089","2024-03-20","CN","左侧","90.0","6.59","6.98","0.0592","否"
"	600999","2024-03-20","CN","左侧","70.0","14.11","14.37","0.0184","否"
"	601888","2024-03-20","CN","左侧","70.0","87.59","88.39","0.0091","否"
"	000709","2024-03-21","CN","左侧","75.0","2.16","2.28","0.0556","否"
"	601669","2024-03-21","CN","左侧","70.0","5.08","5.31","0.0453","否"
"	002557","2024-03-25","CN","右侧","75.0","34.2","37.17","0.0868","否"
"	603068","2024-03-25","CN","右侧","90.0","22.3","24.64","0.1049","是"
"	600703","2024-03-25","CN","左侧","75.0","12.48","12.65","0.0136","否"
"	603297","2024-03-25","CN","左侧","75.0","79.57","84.09","0.0568","否"
"	000001","2024-03-25","CN","左侧","70.0","10.45","11.03","0.0555","否"
"	601179","2024-03-25","CN","左侧","70.0","5.41","8.47","0.5656","是"
"	002959","2024-03-26","CN","左侧","70.0","55.08","61.58","0.118","是"
"	600570","2024-03-26","CN","左侧","75.0","23.35","23.4","0.0021","否"
"	601231","2024-03-26","CN","左侧","75.0","13.96","14.52","0.0401","否"
"	600528","2024-03-26","CN","左侧","70.0","7.75","8.32","0.0735","否"
"	002611","2024-03-27","CN","左侧","70.0","7.24","7.58","0.047","否"
"	600089","2024-03-28","CN","左侧","70.0","15.12","15.63","0.0337","否"
"	000670","2024-03-29","CN","左侧","70.0","5.69","5.79","0.0176","否"
"	002335","2024-03-29","CN","左侧","70.0","29.3","31.64","0.0799","否"
"	600838","2024-03-29","CN","左侧","70.0","6.46","7.43","0.1502","是"
"	603933","2024-04-01","CN","左侧","70.0","15.37","15.52","0.0098","否"
"	000070","2024-04-02","CN","左侧","70.0","8.76","8.81","0.0057","否"
"	600376","2024-04-03","CN","左侧","75.0","2.58","2.89","0.1202","是"
"	002271","2024-04-03","CN","左侧","70.0","16.2","16.22","0.0012","否"
"	002431","2024-04-08","CN","左侧","70.0","2.32","2.38","0.0259","否"
"	603629","2024-04-08","CN","左侧","70.0","24.72","26.7","0.0801","否"
"	603738","2024-04-09","CN","左侧","70.0","13.6","14.18","0.0426","否"
"	603103","2024-04-09","CN","左侧","70.0","15.41","16.59","0.0766","否"
"	000767","2024-04-10","CN","右侧","90.0","2.85","2.93","0.0281","否"
"	600660","2024-04-10","CN","左侧","70.0","44.3","52.18","0.1779","是"
"	002371","2024-04-11","CN","左侧","75.0","289.98","325.8","0.1235","是"
"	002310","2024-04-11","CN","左侧","70.0","1.59","1.64","0.0314","否"
"	002413","2024-04-11","CN","左侧","70.0","4.44","4.92","0.1081","是"
"	603519","2024-04-15","CN","右侧","85.0","12.8","13.56","0.0594","否"
"	600000","2024-04-15","CN","右侧","75.0","7.25","8.05","0.1103","是"
"	301008","2024-04-16","CN","右侧","100.0","24.04","28.51","0.1859","是"
"	601868","2024-04-16","CN","右侧","100.0","2.18","2.29","0.0505","否"
"	603067","2024-04-16","CN","右侧","100.0","9.32","13.4","0.4378","是"
"	601636","2024-04-16","CN","右侧","90.0","7.64","8.44","0.1047","是"
"	688777","2024-04-17","CN","右侧","75.0","46.6","49.67","0.0659","否"
"	000537","2024-04-18","CN","右侧","100.0","9.84","10.46","0.063","否"
"	002415","2024-04-22","CN","右侧","75.0","32.9","34.34","0.0438","否"
"	603659","2024-04-23","CN","左侧","70.0","17.97","20.36","0.133","是"
"	600893","2024-04-23","CN","右侧","75.0","34.59","38.43","0.111","是"
"	603599","2024-04-24","CN","右侧","100.0","14.54","15.73","0.0818","否"
"	002320","2024-04-25","CN","右侧","75.0","6.47","6.67","0.0309","否"
"	601138","2024-04-25","CN","左侧","75.0","23.22","26.42","0.1378","是"
"	600498","2024-04-29","CN","右侧","75.0","18.19","18.19","0.0","否"
"	000001","2024-04-29","CN","右侧","90.0","10.8","11.74","0.087","否"
"	600703","2024-04-29","CN","右侧","85.0","12.45","12.92","0.0378","否"
"	002135","2024-04-29","CN","右侧","75.0","4.74","4.92","0.038","否"
"	002557","2024-04-30","CN","右侧","100.0","37.56","37.75","0.0051","否"
"	601231","2024-04-30","CN","右侧","90.0","15.02","15.45","0.0286","否"
"	601615","2024-04-30","CN","右侧","90.0","10.05","11.07","0.1015","是"
"	600528","2024-04-30","CN","左侧","75.0","7.94","8.38","0.0554","否"
"	002100","2024-05-06","CN","右侧","75.0","7.5","8.79","0.172","是"
"	002611","2024-05-07","CN","右侧","85.0","6.9","7.5","0.087","否"
"	600900","2024-05-08","CN","左侧","75.0","25.35","28.08","0.1077","是"
"	600998","2024-05-08","CN","左侧","90.0","8.06","8.6","0.067","否"
"	603019","2024-05-08","CN","左侧","90.0","46.11","46.5","0.0085","否"
"	002050","2024-05-08","CN","左侧","70.0","21.8","24.72","0.1339","是"
"	601330","2024-05-08","CN","左侧","70.0","6.93","7.1","0.0245","否"
"	601609","2024-05-08","CN","左侧","70.0","6.5","7.05","0.0846","否"
"	603256","2024-05-08","CN","左侧","70.0","7.21","7.75","0.0749","否"
"	600550","2024-05-09","CN","左侧","70.0","4.29","5.05","0.1772","是"
"	603759","2024-05-09","CN","左侧","70.0","7.19","7.49","0.0417","否"
"	603667","2024-05-10","CN","左侧","70.0","16.8","18.88","0.1238","是"
"	000070","2024-05-10","CN","左侧","70.0","7.51","7.51","0.0","否"
"	603496","2024-05-10","CN","左侧","70.0","26.32","27.8","0.0562","否"
"	600089","2024-05-13","CN","右侧","90.0","14.97","15.45","0.0321","否"
"	000938","2024-05-13","CN","左侧","75.0","20.06","24.1","0.2014","是"
"	600105","2024-05-14","CN","左侧","75.0","4.45","4.51","0.0135","否"
"	300223","2024-05-14","CN","左侧","70.0","62.0","62.33","0.0053","否"
"	600353","2024-05-14","CN","左侧","70.0","6.44","7.1","0.1025","是"
"	603601","2024-05-14","CN","左侧","70.0","3.23","3.51","0.0867","否"
"	688183","2024-05-14","CN","左侧","70.0","10.01","20.57","1.0549","是"
"	002156","2024-05-15","CN","右侧","85.0","21.15","24.83","0.174","是"
"	002309","2024-05-15","CN","右侧","90.0","1.98","2.03","0.0253","否"
"	002625","2024-05-15","CN","左侧","70.0","18.85","19.26","0.0218","否"
"	600875","2024-05-15","CN","左侧","70.0","17.36","19.07","0.0985","否"
"	688498","2024-05-15","CN","左侧","90.0","132.25","149.49","0.1304","是"
"	300750","2024-05-15","CN","左侧","75.0","198.8","207.88","0.0457","否"
"	002078","2024-05-15","CN","左侧","70.0","15.85","15.98","0.0082","否"
"	002173","2024-05-15","CN","左侧","70.0","7.85","8.19","0.0433","否"
"	601012","2024-05-15","CN","左侧","70.0","18.61","19.86","0.0672","否"
"	603527","2024-05-15","CN","左侧","70.0","8.34","9.02","0.0815","否"
"	603629","2024-05-15","CN","左侧","70.0","23.93","25.7","0.074","否"
"	605006","2024-05-15","CN","左侧","70.0","5.6","6.0","0.0714","否"
"	000721","2024-05-17","CN","左侧","70.0","8.75","8.83","0.0091","否"
"	601975","2024-05-17","CN","左侧","70.0","3.86","4.0","0.0363","否"
"	002603","2024-05-20","CN","左侧","75.0","19.38","19.45","0.0036","否"
"	002759","2024-05-20","CN","左侧","90.0","9.42","9.5","0.0085","否"
"	601888","2024-05-20","CN","右侧","75.0","77.5","78.68","0.0152","否"
"	603519","2024-05-20","CN","左侧","70.0","13.26","13.76","0.0377","否"
"	002506","2024-05-22","CN","右侧","85.0","2.38","2.39","0.0042","否"
"	600176","2024-05-22","CN","左侧","70.0","12.55","12.72","0.0135","否"
"	603297","2024-05-23","CN","左侧","75.0","69.11","71.3","0.0317","否"
"	002519","2024-05-23","CN","左侧","70.0","5.29","5.63","0.0643","否"
"	600660","2024-05-24","CN","左侧","90.0","45.98","48.64","0.0579","否"
"	600838","2024-05-24","CN","左侧","70.0","6.27","6.31","0.0064","否"
"	600999","2024-05-24","CN","左侧","70.0","14.35","14.46","0.0077","否"
"	002335","2024-05-27","CN","左侧","70.0","24.98","25.13","0.006","否"
"	000089","2024-05-27","CN","左侧","70.0","7.12","7.15","0.0042","否"
"	002373","2024-05-27","CN","左侧","70.0","8.95","11.0","0.2291","是"
"	600343","2024-05-27","CN","左侧","70.0","7.9","9.25","0.1709","是"
"	603859","2024-05-27","CN","左侧","70.0","34.5","34.65","0.0043","否"
"	688114","2024-05-28","CN","左侧","70.0","52.07","53.24","0.0225","否"
"	002415","2024-05-28","CN","左侧","70.0","32.59","33.7","0.0341","否"
"	603707","2024-05-28","CN","左侧","70.0","13.28","13.43","0.0113","否"
"	002202","2024-05-29","CN","右侧","90.0","7.99","8.04","0.0063","否"
"	000735","2024-05-29","CN","左侧","70.0","4.98","5.02","0.008","否"
"	600893","2024-05-29","CN","左侧","70.0","35.1","38.55","0.0983","否"
"	601636","2024-05-29","CN","左侧","70.0","7.77","7.84","0.009","否"
"	603380","2024-05-29","CN","左侧","70.0","20.18","22.47","0.1135","是"
"	600376","2024-05-30","CN","左侧","70.0","2.78","2.79","0.0036","否"
"	600584","2024-05-30","CN","右侧","75.0","26.0","32.6","0.2538","是"
"	002959","2024-05-31","CN","左侧","70.0","58.95","61.85","0.0492","否"
"	000636","2024-05-31","CN","右侧","85.0","12.56","13.38","0.0653","否"
"	600528","2024-06-04","CN","左侧","75.0","7.88","7.89","0.0013","否"
"	002271","2024-06-05","CN","左侧","70.0","15.16","15.3","0.0092","否"
"	600703","2024-06-11","CN","右侧","75.0","12.64","12.76","0.0095","否"
"	300699","2024-06-13","CN","左侧","90.0","25.83","27.2","0.053","否"
"	002241","2024-06-13","CN","右侧","75.0","17.42","22.22","0.2755","是"
"	002050","2024-06-14","CN","右侧","90.0","22.79","23.65","0.0377","否"
"	300223","2024-06-14","CN","右侧","90.0","60.4","61.6","0.0199","否"
"	603228","2024-06-14","CN","右侧","85.0","26.53","33.25","0.2533","是"
"	600089","2024-06-18","CN","左侧","70.0","14.52","14.59","0.0048","否"
"	601231","2024-06-18","CN","右侧","100.0","15.66","17.3","0.1047","是"
"	603738","2024-06-19","CN","右侧","90.0","13.78","14.2","0.0305","否"
"	601669","2024-06-19","CN","右侧","75.0","5.57","5.78","0.0377","否"
"	603667","2024-06-21","CN","左侧","70.0","16.71","17.17","0.0275","否"
"	603519","2024-06-26","CN","右侧","85.0","12.1","12.44","0.0281","否"
"	002230","2024-06-27","CN","右侧","75.0","43.2","43.88","0.0157","否"
"	000938","2024-06-27","CN","左侧","70.0","21.82","25.39","0.1636","是"
"	300398","2024-06-27","CN","左侧","70.0","12.15","13.1","0.0782","否"
"	000636","2024-07-02","CN","左侧","70.0","12.57","15.74","0.2522","是"
"	688291","2024-07-03","CN","左侧","70.0","16.23","17.13","0.0555","否"
"	002373","2024-07-04","CN","右侧","85.0","9.33","9.55","0.0236","否"
"	000721","2024-07-05","CN","右侧","90.0","7.45","7.93","0.0644","否"
"	600988","2024-07-05","CN","右侧","90.0","18.38","21.57","0.1736","是"
"	000601","2024-07-09","CN","右侧","85.0","3.82","3.98","0.0419","否"
"	002309","2024-07-09","CN","右侧","75.0","1.6","1.74","0.0875","否"
"	600498","2024-07-09","CN","右侧","75.0","15.89","16.15","0.0164","否"
"	601868","2024-07-10","CN","左侧","75.0","2.11","2.27","0.0758","否"
"	002131","2024-07-10","CN","左侧","70.0","1.47","1.59","0.0816","否"
"	002364","2024-07-11","CN","右侧","90.0","6.1","6.65","0.0902","否"
"	603067","2024-07-15","CN","左侧","70.0","11.52","13.04","0.1319","是"
"	002100","2024-07-16","CN","右侧","75.0","7.17","7.26","0.0126","否"
"	002173","2024-07-16","CN","左侧","70.0","6.27","6.66","0.0622","否"
"	600307","2024-07-16","CN","左侧","70.0","1.19","1.21","0.0168","否"
"	600176","2024-07-17","CN","左侧","75.0","10.56","10.91","0.0331","否"
"	603019","2024-07-17","CN","右侧","75.0","41.31","45.51","0.1017","是"
"	600838","2024-07-17","CN","右侧","85.0","5.61","6.57","0.1711","是"
"	603800","2024-07-17","CN","右侧","100.0","20.6","20.65","0.0024","否"
"	600999","2024-07-18","CN","右侧","90.0","14.6","15.27","0.0459","否"
"	300750","2024-07-18","CN","右侧","75.0","186.35","194.18","0.042","否"
"	000670","2024-07-19","CN","右侧","75.0","4.4","5.36","0.2182","是"
"	603005","2024-07-19","CN","右侧","90.0","22.13","24.13","0.0904","否"
"	600703","2024-07-19","CN","右侧","75.0","11.98","12.12","0.0117","否"
"	000767","2024-07-22","CN","左侧","70.0","2.32","2.41","0.0388","否"
"	002518","2024-07-22","CN","右侧","90.0","18.36","18.55","0.0103","否"
"	002135","2024-07-22","CN","右侧","75.0","3.91","4.09","0.046","否"
"	300169","2024-07-22","CN","右侧","75.0","4.72","6.0","0.2712","是"
"	002549","2024-07-24","CN","右侧","100.0","5.16","5.53","0.0717","否"
"	002025","2024-07-24","CN","右侧","90.0","45.61","50.23","0.1013","是"
"	000089","2024-07-24","CN","左侧","75.0","6.47","6.77","0.0464","否"
"	002271","2024-07-24","CN","左侧","75.0","12.56","13.05","0.039","否"
"	603256","2024-07-24","CN","左侧","70.0","6.35","7.03","0.1071","是"
"	000977","2024-07-26","CN","左侧","70.0","37.2","37.58","0.0102","否"
"	601615","2024-07-26","CN","右侧","100.0","10.05","10.1","0.005","否"
"	600343","2024-07-26","CN","右侧","85.0","7.9","11.2","0.4177","是"
"	301008","2024-07-29","CN","右侧","85.0","17.8","18.29","0.0275","否"
"	002519","2024-07-29","CN","右侧","85.0","5.1","5.58","0.0941","否"
"	300223","2024-07-29","CN","左侧","75.0","53.5","57.5","0.0748","否"
"	000070","2024-07-29","CN","左侧","70.0","4.37","4.61","0.0549","否"
"	002603","2024-07-30","CN","左侧","70.0","15.16","18.88","0.2454","是"
"	002624","2024-07-30","CN","左侧","70.0","7.5","8.29","0.1053","是"
"	601012","2024-07-30","CN","左侧","70.0","13.88","14.88","0.072","否"
"	002506","2024-07-31","CN","右侧","75.0","1.94","2.01","0.0361","否"
"	603520","2024-07-31","CN","右侧","75.0","9.25","9.68","0.0465","否"
"	688114","2024-07-31","CN","右侧","75.0","44.7","45.06","0.0081","否"
"	600528","2024-07-31","CN","右侧","90.0","7.51","7.64","0.0173","否"
"	000558","2024-07-31","CN","右侧","75.0","2.2","2.66","0.2091","是"
"	601778","2024-07-31","CN","右侧","75.0","2.27","2.59","0.141","是"
"	601330","2024-08-02","CN","右侧","100.0","5.91","6.18","0.0457","否"
"	601231","2024-08-02","CN","左侧","70.0","14.69","16.21","0.1035","是"
"	002557","2024-08-06","CN","右侧","75.0","27.12","28.24","0.0413","否"
"	603759","2024-08-06","CN","左侧","75.0","5.73","5.89","0.0279","否"
"	605006","2024-08-06","CN","左侧","70.0","4.26","4.29","0.007","否"
"	000721","2024-08-07","CN","右侧","100.0","7.29","7.6","0.0425","否"
"	002959","2024-08-07","CN","左侧","75.0","47.3","47.99","0.0146","否"
"	600105","2024-08-07","CN","右侧","85.0","4.01","4.35","0.0848","否"
"	600436","2024-08-07","CN","左侧","70.0","208.51","213.08","0.0219","否"
"	600376","2024-08-08","CN","右侧","90.0","2.16","2.42","0.1204","是"
"	600900","2024-08-08","CN","左侧","70.0","29.71","30.32","0.0205","否"
"	002969","2024-08-08","CN","左侧","70.0","2.93","2.94","0.0034","否"
"	601669","2024-08-08","CN","左侧","70.0","5.47","5.61","0.0256","否"
"	002625","2024-08-09","CN","左侧","70.0","16.67","17.68","0.0606","否"
"	603601","2024-08-09","CN","左侧","75.0","2.71","2.76","0.0185","否"
"	000997","2024-08-09","CN","左侧","70.0","12.68","13.35","0.0528","否"
"	603667","2024-08-12","CN","左侧","70.0","14.15","14.75","0.0424","否"
"	300699","2024-08-12","CN","左侧","70.0","27.3","28.07","0.0282","否"
"	688777","2024-08-12","CN","左侧","70.0","36.53","40.75","0.1155","是"
"	600285","2024-08-13","CN","右侧","90.0","23.61","24.68","0.0453","否"
"	000735","2024-08-14","CN","左侧","75.0","4.98","5.02","0.008","否"
"	002320","2024-08-14","CN","左侧","70.0","5.09","5.21","0.0236","否"
"	600307","2024-08-14","CN","左侧","70.0","1.16","1.21","0.0431","否"
"	603527","2024-08-14","CN","左侧","70.0","6.79","7.2","0.0604","否"
"	600619","2024-08-15","CN","左侧","75.0","5.26","5.53","0.0513","否"
"	600838","2024-08-16","CN","左侧","70.0","5.64","7.59","0.3457","是"
"	603738","2024-08-19","CN","右侧","85.0","13.13","13.47","0.0259","否"
"	000001","2024-08-19","CN","右侧","75.0","10.32","10.55","0.0223","否"
"	002131","2024-08-19","CN","左侧","75.0","1.44","1.47","0.0208","否"
"	603707","2024-08-19","CN","左侧","75.0","11.55","13.7","0.1861","是"
"	603933","2024-08-19","CN","右侧","85.0","12.08","12.87","0.0654","否"
"	002202","2024-08-20","CN","左侧","70.0","7.34","8.6","0.1717","是"
"	600988","2024-08-21","CN","右侧","75.0","18.85","18.96","0.0058","否"
"	600353","2024-08-21","CN","左侧","70.0","5.31","5.44","0.0245","否"
"	601179","2024-08-21","CN","左侧","70.0","6.73","7.39","0.0981","否"
"	601869","2024-08-21","CN","左侧","70.0","22.45","23.3","0.0379","否"
"	601868","2024-08-22","CN","左侧","70.0","2.21","2.23","0.009","否"
"	300169","2024-08-23","CN","左侧","90.0","5.11","6.6","0.2916","是"
"	603297","2024-08-23","CN","左侧","90.0","53.8","56.89","0.0574","否"
"	000547","2024-08-23","CN","左侧","70.0","6.32","6.41","0.0142","否"
"	000670","2024-08-26","CN","左侧","70.0","4.31","4.86","0.1276","是"
"	002294","2024-08-27","CN","右侧","85.0","29.34","33.03","0.1258","是"
"	603380","2024-08-27","CN","右侧","85.0","18.8","21.19","0.1271","是"
"	600999","2024-08-27","CN","左侧","70.0","14.79","16.61","0.1231","是"
"	002050","2024-08-30","CN","右侧","75.0","17.37","26.21","0.5089","是"
"	002153","2024-08-30","CN","右侧","75.0","5.39","8.06","0.4954","是"
"	002402","2024-08-30","CN","右侧","75.0","9.68","12.55","0.2965","是"
"	603496","2024-08-30","CN","右侧","75.0","21.05","28.56","0.3568","是"
"	002335","2024-09-02","CN","右侧","85.0","19.35","26.32","0.3602","是"
"	603486","2024-09-02","CN","右侧","90.0","40.15","56.33","0.403","是"
"	002310","2024-09-02","CN","右侧","85.0","1.3","1.49","0.1462","是"
"	003007","2024-09-02","CN","右侧","85.0","23.28","31.3","0.3445","是"
"	600998","2024-09-04","CN","右侧","75.0","4.83","6.31","0.3064","是"
"	603519","2024-09-04","CN","左侧","75.0","9.14","12.77","0.3972","是"
"	002025","2024-09-04","CN","左侧","70.0","47.1","61.51","0.3059","是"
"	605006","2024-09-05","CN","左侧","70.0","4.21","5.43","0.2898","是"
"	600105","2024-09-06","CN","左侧","70.0","3.53","4.83","0.3683","是"
"	002173","2024-09-09","CN","右侧","85.0","6.3","8.29","0.3159","是"
"	002709","2024-09-11","CN","右侧","85.0","14.57","20.37","0.3981","是"
"	603228","2024-09-12","CN","右侧","75.0","24.48","31.74","0.2966","是"
"	002940","2024-09-12","CN","左侧","70.0","12.99","16.67","0.2833","是"
"	600570","2024-09-18","CN","左侧","75.0","16.06","28.67","0.7852","是"
"	002385","2024-09-19","CN","右侧","75.0","3.99","5.26","0.3183","是"
"	603601","2024-09-19","CN","右侧","75.0","2.7","3.59","0.3296","是"
"	000977","2024-09-20","CN","右侧","75.0","32.02","47.0","0.4678","是"
"	600498","2024-09-20","CN","右侧","75.0","14.65","18.88","0.2887","是"
"	600343","2024-09-20","CN","右侧","90.0","7.96","10.82","0.3593","是"
"	603759","2024-09-20","CN","左侧","75.0","5.6","7.38","0.3179","是"
"	600988","2024-09-23","CN","右侧","75.0","18.65","21.68","0.1625","是"
"	688291","2024-09-23","CN","左侧","70.0","14.55","22.8","0.567","是"
"	000601","2024-09-24","CN","右侧","85.0","3.65","4.57","0.2521","是"
"	000767","2024-09-24","CN","右侧","85.0","2.32","2.94","0.2672","是"
"	601609","2024-09-24","CN","右侧","90.0","5.16","6.44","0.2481","是"
"	000938","2024-09-24","CN","右侧","85.0","19.66","27.4","0.3937","是"
"	002969","2024-09-24","CN","右侧","85.0","2.81","3.54","0.2598","是"
"	600000","2024-09-24","CN","右侧","85.0","9.27","11.02","0.1888","是"
"	600353","2024-09-24","CN","右侧","85.0","5.34","9.3","0.7416","是"
"	600436","2024-09-24","CN","右侧","85.0","207.77","284.34","0.3685","是"
"	601138","2024-09-24","CN","右侧","85.0","21.32","28.3","0.3274","是"
"	603005","2024-09-24","CN","右侧","85.0","18.38","26.46","0.4396","是"
"	603599","2024-09-24","CN","右侧","85.0","10.58","14.03","0.3261","是"
"	002373","2024-09-24","CN","右侧","75.0","7.95","10.97","0.3799","是"
"	002611","2024-09-24","CN","右侧","75.0","5.41","7.1","0.3124","是"
"	300048","2024-09-24","CN","右侧","75.0","4.53","6.25","0.3797","是"
"	300223","2024-09-24","CN","右侧","75.0","46.2","89.14","0.9294","是"
"	600528","2024-09-24","CN","右侧","75.0","7.11","9.09","0.2785","是"
"	601869","2024-09-24","CN","右侧","75.0","23.3","29.7","0.2747","是"
"	603859","2024-09-24","CN","右侧","75.0","15.0","21.97","0.4647","是"
"	002156","2024-09-25","CN","右侧","85.0","19.02","27.1","0.4248","是"
"	002603","2024-09-25","CN","右侧","85.0","15.4","19.82","0.287","是"
"	600176","2024-09-25","CN","右侧","85.0","9.75","12.94","0.3272","是"
"	600875","2024-09-25","CN","右侧","75.0","13.5","17.38","0.2874","是"
"	000001","2024-09-25","CN","右侧","100.0","10.5","13.43","0.279","是"
"	601330","2024-09-25","CN","右侧","100.0","5.68","7.09","0.2482","是"
"	000089","2024-09-25","CN","右侧","85.0","6.15","7.78","0.265","是"
"	000537","2024-09-25","CN","右侧","85.0","8.44","10.87","0.2879","是"
"	000709","2024-09-25","CN","右侧","85.0","1.85","2.44","0.3189","是"
"	002135","2024-09-25","CN","右侧","85.0","3.84","5.08","0.3229","是"
"	002415","2024-09-25","CN","右侧","85.0","26.91","35.52","0.32","是"
"	002728","2024-09-25","CN","右侧","85.0","7.35","9.78","0.3306","是"
"	601615","2024-09-25","CN","右侧","85.0","8.74","12.48","0.4279","是"
"	002241","2024-09-25","CN","右侧","75.0","19.37","24.94","0.2876","是"
"	600703","2024-09-25","CN","右侧","75.0","10.23","14.44","0.4115","是"
"	600893","2024-09-25","CN","右侧","75.0","36.17","45.81","0.2665","是"
"	688183","2024-09-25","CN","右侧","85.0","19.9","38.8","0.9497","是"
"	603520","2024-09-26","CN","右侧","75.0","8.44","10.65","0.2618","是"
"	601868","2024-09-26","CN","右侧","100.0","2.24","2.65","0.183","是"
"	601669","2024-09-26","CN","右侧","90.0","5.18","6.2","0.1969","是"
"	601975","2024-09-26","CN","右侧","90.0","3.11","3.81","0.2251","是"
"	300699","2024-09-26","CN","右侧","75.0","28.0","39.49","0.4104","是"
"	301008","2024-09-27","CN","右侧","85.0","17.13","26.66","0.5563","是"
"	002100","2024-09-27","CN","右侧","85.0","6.88","7.85","0.141","是"
"	600900","2024-09-30","CN","右侧","100.0","32.01","32.28","0.0084","否"
"	601231","2024-09-30","CN","右侧","85.0","17.57","17.57","0.0","否"
"	603337","2024-10-09","CN","右侧","100.0","26.8","31.58","0.1784","是"
"	600998","2024-10-30","CN","左侧","70.0","5.11","6.0","0.1742","是"
"	600000","2024-10-30","CN","左侧","70.0","10.01","10.36","0.035","否"
"	600838","2024-10-30","CN","左侧","70.0","8.2","11.33","0.3817","是"
"	002294","2024-10-31","CN","左侧","75.0","32.19","34.85","0.0826","否"
"	601179","2024-10-31","CN","右侧","75.0","8.25","9.25","0.1212","是"
"	000001","2024-10-31","CN","左侧","70.0","11.38","12.04","0.058","否"
"	600436","2024-10-31","CN","左侧","70.0","234.36","259.89","0.1089","是"
"	000721","2024-11-01","CN","右侧","90.0","8.83","11.68","0.3228","是"
"	601609","2024-11-01","CN","右侧","100.0","6.06","6.18","0.0198","否"
"	000709","2024-11-01","CN","右侧","90.0","2.26","2.46","0.0885","否"
"	688498","2024-11-04","CN","左侧","70.0","146.47","171.0","0.1675","是"
"	002402","2024-11-04","CN","右侧","90.0","12.6","24.97","0.9817","是"
"	600550","2024-11-04","CN","左侧","70.0","10.7","11.16","0.043","否"
"	601012","2024-11-04","CN","左侧","70.0","19.2","21.17","0.1026","是"
"	601636","2024-11-04","CN","左侧","70.0","6.61","7.05","0.0666","否"
"	603496","2024-11-06","CN","右侧","75.0","29.48","30.98","0.0509","否"
"	002078","2024-11-07","CN","右侧","75.0","14.3","15.47","0.0818","否"
"	688114","2024-11-08","CN","右侧","75.0","50.44","56.96","0.1293","是"
"	000983","2024-11-12","CN","右侧","90.0","8.46","8.69","0.0272","否"
"	603337","2024-11-12","CN","左侧","70.0","28.8","33.07","0.1483","是"
"	300169","2024-11-14","CN","左侧","70.0","9.81","10.48","0.0683","否"
"	002373","2024-11-15","CN","左侧","70.0","10.37","11.24","0.0839","否"
"	002413","2024-11-15","CN","左侧","70.0","4.72","5.35","0.1335","是"
"	600105","2024-11-18","CN","左侧","70.0","4.7","7.17","0.5255","是"
"	603667","2024-11-18","CN","左侧","70.0","17.59","35.45","1.0153","是"
"	601888","2024-11-18","CN","左侧","75.0","70.0","74.17","0.0596","否"
"	002940","2024-11-18","CN","左侧","70.0","13.7","15.32","0.1182","是"
"	002603","2024-11-19","CN","左侧","70.0","17.25","17.91","0.0383","否"
"	002959","2024-11-19","CN","左侧","75.0","44.68","48.28","0.0806","否"
"	002100","2024-11-19","CN","左侧","90.0","6.72","7.14","0.0625","否"
